School_Name,Status of School,County,Lat,Lon,DevicesExpected,DevicesDelivered,DeliveredMonth,Power_Connection,Class one enrollment,,,,,,,,
KABIYET TOWNSHIP PRI,PUBLIC,NANDI,0.40644,35.08503,247,65,JULY,KPLC,5016,,,,,,,,
S.S.D PRIMARY SCH,PUBLIC,NAIROBI,-1.28207,36.829151,376,58,MARCH,Solar,3096,,,,,,,,
SAINO PRIMARY,PUBLIC,NAKURU,-0.3356,35.51569,493,61,MARCH,KPLC,7609,,,,,,,,
KAMPI TURKANA PRI SCH,PUBLIC,BARINGO,0.48375,35.99151,285,98,OCTOBER,Solar,9421,,,,,,,,
LELEK PRI,PUBLIC,UASIN GISHU,0.291087,35.437193,430,106,MAY,KPLC,155,,,,,,,,
NYALWANGA PRIMARY,PUBLIC,SIAYA,0.138837,34.199863,552,170,JUNE,KPLC,6664,,,,,,,,
TUIGOIN PRI,PUBLIC,NANDI,0.3679,35.13407,137,96,APRIL,NO,5062,,,,,,,,
KOTOO PRI SCH,PUBLIC,SIAYA,-0.001741,34.425557,699,551,JULY,Solar,1464,,,,,,,,
SHANKOE PRI,PUBLIC,NAROK,-0.967366,34.794331,809,345,FEBRUARY,NO,855,,,,,,,,
RADIENYA PRY SCH,PUBLIC,MIGORI,-1.074909,34.563742,531,426,JANUARY,NO,5198,,,,,,,,
ELAN PRI SCH,PUBLIC,GARISSA,0.76731,39.31089,264,160,MAY,NO,2858,,,,,,,,
KIBAU PRI,PUBLIC,MACHAKOS,-1.34702,37.43127,920,211,SEPTEMBER,NO,6688,,,,,,,,
MANGO PRI SCH,PUBLIC,MACHAKOS,-1.39163,37.42593,694,396,JANUARY,Solar,4748,,,,,,,,
ST STEPHEN KAPKURUNJO PRI,PUBLIC,NANDI,0.2636,35.02839,630,81,FEBRUARY,NO,6621,,,,,,,,
KWAKUKUI PRIMARY SCHOOL,PUBLIC,MAKUENI,-1.984,37.55651,320,228,APRIL,NO,7096,,,,,,,,
KAMBUGU PRI. SCH.,PUBLIC,EMBU,-0.47135,37.811963,986,706,OCTOBER,NO,7363,,,,,,,,
NGUNYUMU PRI SCH,PUBLIC,NAIROBI,-0.819772,36.193919,90,78,JULY,NO,4956,,,,,,,,
C.C.M MURUNGENE PRY SCH,PUBLIC,MERU,0.331203888,37.9356425,179,176,AUGUST,Solar,9463,,,,,,,,
YABEKO S.A PRIMARY,PUBLIC,BUNGOMA,0.75256,34.51745,652,46,OCTOBER,NO,2281,,,,,,,,
KACHILITWA PRI,PUBLIC,BARINGO,0.789945,36.380932,154,110,SEPTEMBER,KPLC,911,,,,,,,,
MAILWA PRI,PUBLIC,KAJIADO,-2.32474,36.96359,989,504,SEPTEMBER,Solar,5026,,,,,,,,
EKO SA PRI,PUBLIC,MIGORI,-1.00487,34.419683,840,836,OCTOBER,NO,2437,,,,,,,,
CHEPNYOGOSON PRI,PUBLIC,NANDI,0.46026,34.98235,755,240,JANUARY,NO,2565,,,,,,,,
KATIKOMU PRI SCH,PUBLIC,MAKUENI,-1.85141,37.3795,917,857,MAY,KPLC,637,,,,,,,,
NYABUGICHI PRY SCH,PUBLIC,LAIKIPIA,-0.094117,36.630398,695,389,NOVEMBER,NO,6291,,,,,,,,
SIONTA PRI,PUBLIC,SAMBURU,0.895717,37.317203,26,1,SEPTEMBER,KPLC,4035,,,,,,,,
IKALAASA PRI SCH,PUBLIC,MACHAKOS,-1.53141,37.66962,214,120,FEBRUARY,NO,242,,,,,,,,
WIGA PRY SCH,PUBLIC,HOMA BAY,-0.561342,34.475814,706,45,APRIL,Solar,375,,,,,,,,
KATUKA PRIMARY,PUBLIC,KITUI,-0.51559,38.09525,822,676,JANUARY,NO,269,,,,,,,,
KOMOTHAI PRI SCH,PUBLIC,NAKURU,-0.457066,36.371505,745,655,NOVEMBER,NO,475,,,,,,,,
MUNYAKA ACADEMY PRI SCH,PUBLIC,KIAMBU,-0.894065,36.775176,558,554,SEPTEMBER,KPLC,2275,,,,,,,,
MUTITHI PRI,PUBLIC,KIRINYAGA,-0.725324,37.322423,501,254,FEBRUARY,NO,3302,,,,,,,,
KAPSONGOP PRIMARY,PUBLIC,NAKURU,-0.41544,35.50559,780,564,MARCH,NO,3357,,,,,,,,
YIKIVUMBU PRI,PUBLIC,MAKUENI,-2.53212,38.11742,996,526,MAY,NO,1580,,,,,,,,
GOT OMALO PRIMARY,PUBLIC,SIAYA,0.200522,34.235816,574,167,MARCH,Solar,9953,,,,,,,,
NAKHWANA R.C PRIMARY,PUBLIC,BUNGOMA,0.591155,34.416729,640,484,MARCH,KPLC,3420,,,,,,,,
MAGEMO FYM SPECIAL UNIT,PUBLIC,BUNGOMA,0.69203,34.77207,153,49,APRIL,KPLC,8797,,,,,,,,
KENENE PRIMARY SCHOOL,PUBLIC,BOMET,-0.692863,35.223002,885,496,JANUARY,NO,6630,,,,,,,,
KWANZOU PRI SCH,PUBLIC,KITUI,-1.33434,38.04774,373,26,JULY,KPLC,23,,,,,,,,
PARAYWA PRI SCH,PUBLIC,WEST POKOT,1.26241,35.21058,125,33,JULY,NO,6267,,,,,,,,
MPINDA PRY SCH,PUBLIC,MERU,0.270954722,38.02287111,958,196,JULY,KPLC,5977,,,,,,,,
ROBARISIA PRY,PUBLIC,MIGORI,-1.206055,34.555603,178,72,JULY,Solar,6117,,,,,,,,
NZEVENI PRI SCH,PUBLIC,KITUI,-1.96466,38.15677,253,87,JANUARY,NO,8423,,,,,,,,
KAGURIA PRY SCH,PUBLIC,HOMA BAY,-0.801736,34.469352,263,252,APRIL,Solar,9152,,,,,,,,
KYUASINI PRIMARY,PUBLIC,KITUI,-1.84682,38.42306,125,92,JUNE,KPLC,6098,,,,,,,,
CHASIMBA PRI,PUBLIC,KILIFI,-3.729138,39.701283,879,422,JUNE,NO,4616,,,,,,,,
KISANGULA PRY SCH,PUBLIC,VIHIGA,0.082453,34.765949,348,269,JUNE,KPLC,1930,,,,,,,,
KONJORA PRI,PUBLIC,KILIFI,-3.578341,39.80769,141,57,FEBRUARY,NO,3584,,,,,,,,
RIANYABARO PRI,PUBLIC,KISII,-0.68702,34.72423,73,31,OCTOBER,Solar,1516,,,,,,,,
TSIMBALO PRY SCH,PUBLIC,VIHIGA,0.088,34.72731,76,46,SEPTEMBER,KPLC,525,,,,,,,,
SANGO PCU PRI SCH,PUBLIC,BUNGOMA,0.803085,34.641693,465,338,OCTOBER,NO,3477,,,,,,,,
GICHAGI-INI SPECIAL UNIT SCH,PUBLIC,MURANGA,-0.814847222,36.89859056,866,506,AUGUST,Solar,3501,,,,,,,,
MUTUNGARA PRI,PUBLIC,KIRINYAGA,-0.567364,37.377872,197,108,MARCH,NO,1586,,,,,,,,
PAP NDEGE PRY SCH,PUBLIC,HOMA BAY,-0.58729,34.480014,16,14,MARCH,KPLC,1035,,,,,,,,
NAKI PRI,PUBLIC,KISUMU,-0.35118,34.96173,711,196,MAY,KPLC,7399,,,,,,,,
KWAMBAE PRY,PUBLIC,MAKUENI,-2.32237,37.91085,840,538,JUNE,NO,932,,,,,,,,
KALOMEGUR PRI SCH,PUBLIC,TURKANA,2.901725,35.417231,792,98,AUGUST,KPLC,8202,,,,,,,,
MILAMBO PRIMARY,PUBLIC,SIAYA,0.189469,34.114972,510,208,MAY,Solar,3691,,,,,,,,
KANGOKO PRIMARY SCHOOL,PUBLIC,MACHAKOS,-1.30887,37.564075,13,13,APRIL,Solar,1646,,,,,,,,
OMARA BOARDING PRI SCH,PUBLIC,ISIOLO,0.73435,39.16832,369,10,AUGUST,Solar,8407,,,,,,,,
GOT NYALGOSI PRY SCH,PUBLIC,HOMA BAY,-0.549914,34.636391,206,100,APRIL,NO,3490,,,,,,,,
TWAMAKAA PRIMARY,PUBLIC,MACHAKOS,-0.91449,37.73715,961,148,FEBRUARY,NO,7475,,,,,,,,
LEMPURANAI PRI,PUBLIC,SAMBURU,0.942948,37.308367,506,214,JULY,NO,42,,,,,,,,
KARIMAINI PRI,PUBLIC,KIRINYAGA,-0.519064,37.217928,361,187,NOVEMBER,KPLC,6786,,,,,,,,
WI-KOONJE PRY SCH,PUBLIC,HOMA BAY,-0.664775,34.507381,141,121,MARCH,NO,4265,,,,,,,,
KAIVISI PRI SCH,PUBLIC,KITUI,-2.15042,37.98336,964,114,JULY,KPLC,4352,,,,,,,,
SUNRISE ACADEMY PRI SCH,PUBLIC,BOMET,-0.78121,35.42727,368,59,SEPTEMBER,Solar,9017,,,,,,,,
ACK IRIARI PRI SCH,PUBLIC,EMBU,-0.363477,37.552998,122,13,APRIL,Solar,5164,,,,,,,,
MUKANGU PRI,PUBLIC,KIRINYAGA,-0.54816,37.155203,515,210,AUGUST,KPLC,6763,,,,,,,,
MWILI PRY SCH,PUBLIC,MERU,0.194620833,37.78346722,12,4,AUGUST,KPLC,3936,,,,,,,,
KIBIGORI RAILWAY PRIMARY,PUBLIC,KISUMU,-0.07045,35.0497,593,550,AUGUST,NO,4530,,,,,,,,
EBUSIRATSI SPECIAL SCHOOL,PUBLIC,VIHIGA,0.056089,34.620925,754,307,FEBRUARY,KPLC,8652,,,,,,,,
PHILIP BIWOT PRI,PUBLIC,NANDI,0.51351,35.04269,566,204,JUNE,KPLC,7940,,,,,,,,
ST MATHEW'S PRI,PUBLIC,BUNGOMA,0.637057,34.692431,517,372,NOVEMBER,Solar,9994,,,,,,,,
KELWONDONIN PRI,PUBLIC,BARINGO,0.69369,35.83195,271,92,NOVEMBER,Solar,9709,,,,,,,,
NYAMBOGA PRI,PUBLIC,KAKAMEGA,0.122206281,34.5043267,101,21,NOVEMBER,NO,9429,,,,,,,,
MURAMATI PRY SCH,PUBLIC,LAIKIPIA,0.12294,37.074737,827,650,MAY,NO,3430,,,,,,,,
APUKO SDA PRI SCH,PUBLIC,HOMA BAY,-0.36984,34.79724,507,464,JUNE,NO,5274,,,,,,,,
NAMAYIAKALO PRI,PUBLIC,KAKAMEGA,0.422885992,34.35882239,391,150,AUGUST,KPLC,7919,,,,,,,,
KIRI-INI PRI SCH,PUBLIC,NYERI,-0.535641,36.934049,344,319,JUNE,Solar,9648,,,,,,,,
KAMWIU PRIMARY,PUBLIC,KITUI,-1.51555,38.41932,370,311,MARCH,NO,2310,,,,,,,,
KITUTI PRI SCH,PUBLIC,KITUI,-2.13388,38.13734,70,7,AUGUST,KPLC,909,,,,,,,,
KIANDA PRY SCH,PUBLIC,MERU,0.132002222,37.99302528,377,89,MARCH,Solar,5491,,,,,,,,
KANJUU PRI,PUBLIC,KIRINYAGA,-0.534109,37.4102,919,565,FEBRUARY,NO,20,,,,,,,,
MANYASA FRIENDS PRI,PUBLIC,BUNGOMA,0.796123,34.922644,407,360,APRIL,KPLC,3744,,,,,,,,
GETANGWA PRI,PUBLIC,NYAMIRA,-0.572294,35.00236,146,35,JANUARY,Solar,293,,,,,,,,
GATHIRUINI PRI,PUBLIC,KIAMBU,-1.02034,36.80473,966,570,APRIL,Solar,8788,,,,,,,,
MARWA PRI SCH,PUBLIC,MAKUENI,-1.93776,37.2523,799,569,OCTOBER,KPLC,21,,,,,,,,
TIMPILIL PRI SCH,PUBLIC,KERICHO,-0.12154,35.32848,480,12,FEBRUARY,Solar,6779,,,,,,,,
KIYU PRI SCH,PUBLIC,MURANGA,-0.5503,36.98947,512,121,JANUARY,NO,4857,,,,,,,,
LOLDIA PRI SCH,PUBLIC,NAKURU,-0.707728,36.295861,816,373,AUGUST,KPLC,1479,,,,,,,,
NGERIA PRI,PUBLIC,UASIN GISHU,0.303416,35.271625,835,378,SEPTEMBER,NO,7414,,,,,,,,
MULANGO PRI SCH,PUBLIC,KITUI,-1.43004,38.00687,432,67,APRIL,Solar,3638,,,,,,,,
KEYO GODO PRI,PUBLIC,KISUMU,-0.0965,34.49614,939,578,JANUARY,NO,4589,,,,,,,,
MBOGO VALE PRI,PUBLIC,NANDI,-0.070245,35.303915,433,206,NOVEMBER,Solar,181,,,,,,,,
NYABOMO PRI SCH,PUBLIC,TRANS NZOIA,0.909696,35.002555,722,90,JUNE,KPLC,8364,,,,,,,,
GAKERO DEB PRI,PUBLIC,KISII,-0.734671,34.700799,842,317,SEPTEMBER,Solar,4242,,,,,,,,
MULANJO  PRIMARY,PUBLIC,TANA RIVER,-0.316612,39.514654,51,49,APRIL,KPLC,1321,,,,,,,,
OLARE PRY SCH,PUBLIC,HOMA BAY,-0.493256,34.538832,81,53,MARCH,KPLC,2183,,,,,,,,
LULUMA PRY SCH,PUBLIC,MERU,0.221355555,37.95115778,918,457,MAY,KPLC,1488,,,,,,,,
ST JOHNS LOKICHOGGIO PRI SCH,PUBLIC,TURKANA,4.211586,34.350355,816,604,SEPTEMBER,NO,2522,,,,,,,,
KAMOGOI PRI SCH,PUBLIC,BARINGO,0.714925,35.717916,378,193,JANUARY,Solar,3960,,,,,,,,
NGERE PRY SCH,PUBLIC,HOMA BAY,-0.637599,34.478368,159,20,FEBRUARY,Solar,8314,,,,,,,,
CHIROBANI PRY,PUBLIC,KAKAMEGA,0.268235,34.923605,714,626,APRIL,NO,2560,,,,,,,,
ITHUMULA PRY,PUBLIC,MAKUENI,-2.31583,38.06964,684,599,AUGUST,KPLC,1116,,,,,,,,
LAFALEY PRI SCH,PUBLIC,WAJIR,1.8453,40.09904,125,53,JUNE,Solar,912,,,,,,,,
M.C.K. BIDII ACADEMY PRY SCH,PUBLIC,MERU,0.1531,37.88937,277,8,SEPTEMBER,Solar,3730,,,,,,,,
KIGURU PRI,PUBLIC,NYERI,-0.351046111,36.87039806,836,802,FEBRUARY,Solar,5076,,,,,,,,
KIANJA PRY,PUBLIC,KISUMU,-0.031279,34.804195,33,26,MAY,NO,3708,,,,,,,,
EMUNUKU PRI,PUBLIC,KAKAMEGA,0.23517055,34.57628663,778,711,NOVEMBER,Solar,8217,,,,,,,,
MURTERIT PRI,PUBLIC,BARINGO,0.853989,35.741121,973,935,APRIL,KPLC,3914,,,,,,,,
KODICH PRI,PUBLIC,WEST POKOT,1.63385,35.04747,459,72,JULY,KPLC,7000,,,,,,,,
SASITWA PRI SCH,PUBLIC,UASIN GISHU,0.882996,35.399006,540,275,MARCH,NO,4878,,,,,,,,
SEMEA PRI SCH,PUBLIC,KITUI,-1.70999,38.08534,585,459,SEPTEMBER,NO,3355,,,,,,,,
GETONGANYA PRY,PUBLIC,MIGORI,-1.14867,34.514107,169,11,JUNE,Solar,6537,,,,,,,,
NASALA S.A PRIMARY SCHOOL,PUBLIC,BUNGOMA,0.786926,34.476064,466,151,FEBRUARY,KPLC,843,,,,,,,,
ARINGO PRI,PUBLIC,HOMA BAY,-0.543803,34.394833,322,53,AUGUST,NO,6176,,,,,,,,
MERTI PRIMARY,PUBLIC,ISIOLO,1.073924,38.664708,386,22,NOVEMBER,KPLC,3816,,,,,,,,
KOPIYA PRI SCH,PUBLIC,BUSIA,0.743442,34.423199,694,566,NOVEMBER,KPLC,4000,,,,,,,,
TINGO'RO PRI SCH,PUBLIC,KERICHO,-0.10507,35.48761,85,34,SEPTEMBER,Solar,6226,,,,,,,,
TENDWET PRI SCH,PUBLIC,NAROK,-0.50163,35.69889,365,64,AUGUST,NO,6298,,,,,,,,
OSEMBE PRI SCH,PUBLIC,KISUMU,-0.139285,34.960883,119,66,NOVEMBER,NO,4867,,,,,,,,
CHEMENEI PRI SCH,PUBLIC,UASIN GISHU,0.366245,35.350359,452,441,SEPTEMBER,KPLC,7200,,,,,,,,
ST MATHEWS MARABA ACADEMY,PUBLIC,NANDI,0.004682,35.309614,522,24,JULY,Solar,3289,,,,,,,,
KIABARIKIRI PRI,PUBLIC,KIRINYAGA,-0.490737,37.291811,387,348,OCTOBER,NO,8702,,,,,,,,
NAMGOI PRI,PUBLIC,NANDI,0.20575,35.11807,981,444,NOVEMBER,Solar,7404,,,,,,,,
NYAMBONA PRY SCH,PUBLIC,MIGORI,-1.08709,34.31666,724,640,JUNE,KPLC,8249,,,,,,,,
HOMA HILLS PRI SCH,PUBLIC,HOMA BAY,-0.3553,34.46527,993,641,MARCH,Solar,2519,,,,,,,,
C.C.M KANGETA PRY SCH,PUBLIC,MERU,0.267182222,37.866755,347,145,SEPTEMBER,KPLC,1370,,,,,,,,
MNENGWA PRIMARY,PUBLIC,TAITA TAVETA,-3.43086,38.24346,905,781,OCTOBER,KPLC,6650,,,,,,,,
KATULYA PRIMARY,PUBLIC,MACHAKOS,-1.50019,37.333292,600,62,MAY,Solar,9629,,,,,,,,
TAMULEGA ACK PRIMARY,PUBLIC,BUNGOMA,0.71039,34.41525,597,486,AUGUST,Solar,4301,,,,,,,,
TUIYOTICH PRI,PUBLIC,BARINGO,0.34712,36.2509,413,225,FEBRUARY,Solar,5148,,,,,,,,
NYANDO PRIMARY,PUBLIC,KISUMU,-0.18786,35.25222,503,225,AUGUST,Solar,7587,,,,,,,,
MWANYAMBEVO PRY,PUBLIC,MAKUENI,-1.79121,37.32928,849,441,JUNE,NO,2820,,,,,,,,
LIETA PRI SCH,PUBLIC,HOMA BAY,-0.32085,34.34307,167,94,MAY,KPLC,9196,,,,,,,,
VIJIWENI PRI SCH,PUBLIC,MOMBASA,-4.08924,39.6382,590,345,OCTOBER,Solar,3445,,,,,,,,
CHENGONI PRY SCH,PUBLIC,KWALE,-3.758217,39.260772,225,46,JULY,Solar,5035,,,,,,,,
KATHAMBA PRY,PUBLIC,MAKUENI,-1.68576,37.59992,658,459,OCTOBER,NO,3112,,,,,,,,
CHE-SHALE FEEDER SCH,PUBLIC,KILIFI,-3.05574,40.15631,398,145,JUNE,NO,2528,,,,,,,,
KIAGONDE PRI SCH,PUBLIC,NYERI,-0.486729166,37.0332825,703,215,SEPTEMBER,KPLC,5350,,,,,,,,
LWANDA DOK PRI,PUBLIC,MIGORI,-1.083415,34.603358,593,588,APRIL,Solar,8534,,,,,,,,
RIOMBASA DOK PRI,PUBLIC,KISII,-0.866661,34.772327,263,216,OCTOBER,KPLC,4752,,,,,,,,
MUNITHU PRI SCH,PUBLIC,MERU,0.073567222,37.69186361,566,146,JULY,NO,1276,,,,,,,,
ST. TERESAS' PRIMARY,PUBLIC,SIAYA,0.097114,34.53122,292,162,MARCH,NO,8391,,,,,,,,
CHEMASINGI PRIMARY,PUBLIC,BOMET,-0.487131,35.273309,411,267,MAY,Solar,6123,,,,,,,,
OBWANDA PRY SCH,PUBLIC,HOMA BAY,-0.470916,34.589461,339,192,NOVEMBER,KPLC,4905,,,,,,,,
NDONGUNI PRY,PUBLIC,MAKUENI,-2.31084,37.94334,407,113,APRIL,NO,8179,,,,,,,,
PTOP PRI SCH,PUBLIC,WEST POKOT,1.289323,35.392107,878,291,NOVEMBER,KPLC,6631,,,,,,,,
SEIYOT PRI SCH,PUBLIC,NANDI,0.587269,35.162773,116,68,JUNE,NO,4344,,,,,,,,
NYAKURUNGOTO PRI SCH,PUBLIC,MIGORI,-1.024032,34.162654,896,692,APRIL,NO,6688,,,,,,,,
MIRERA PRY SCH,PUBLIC,LAIKIPIA,-0.024438,37.000077,884,172,JANUARY,Solar,1248,,,,,,,,
NYOMWARO PRIMARY,PUBLIC,KISUMU,-0.23613,34.88917,629,293,JUNE,KPLC,333,,,,,,,,
KILIMANI PRI SCH,PUBLIC,MACHAKOS,0.35689,37.56021,627,222,MAY,NO,8668,,,,,,,,
KINOI PRIMARY,PUBLIC,MACHAKOS,-1.6562,37.37243,293,171,JULY,Solar,6317,,,,,,,,
MAGENA DEB PRI,PUBLIC,KISII,-0.897998,34.793418,580,29,APRIL,KPLC,9155,,,,,,,,
AINAPMOI PRI SCH,PUBLIC,LAIKIPIA,0.182352,36.507667,349,9,APRIL,NO,1101,,,,,,,,
GESARATE PRI SCH,PUBLIC,TRANS NZOIA,1.235587,34.896366,852,421,OCTOBER,NO,2661,,,,,,,,
KAMEGUNYET PRI SCH,PUBLIC,BOMET,-0.86839,35.12044,917,854,MAY,KPLC,6746,,,,,,,,
KASUROI PRI,PUBLIC,TURKANA,2.47707,35.655597,570,45,MAY,NO,2761,,,,,,,,
CHEBUYUSI MUSLIM PRY SCH,PUBLIC,KAKAMEGA,0.41861,34.67605,127,3,JUNE,KPLC,6486,,,,,,,,
ALARA PRI SCH,PUBLIC,HOMA BAY,-0.027221,34.731912,74,5,JUNE,Solar,7383,,,,,,,,
KIMU PR,PUBLIC,KITUI,-0.58384,38.14061,427,106,MARCH,NO,1393,,,,,,,,
RIAMIKUU PRI,PUBLIC,MERU,0.070545555,37.98670194,136,23,FEBRUARY,Solar,9222,,,,,,,,
RIOMEGO PAG PRIMARY,PUBLIC,NYAMIRA,-0.479895,35.002897,631,217,AUGUST,Solar,216,,,,,,,,
KEWA DEB PRI,PUBLIC,BUNGOMA,0.762835,34.906262,325,193,NOVEMBER,NO,6565,,,,,,,,
KATHAMBARA PRI SCH,PUBLIC,MURANGA,-1.016638889,37.04838889,850,790,AUGUST,NO,2099,,,,,,,,
WERA S.U,PUBLIC,SIAYA,-0.149884,34.408063,52,49,NOVEMBER,KPLC,7218,,,,,,,,
ESANAGE DEB PRIMARY,PUBLIC,NYAMIRA,-0.477204,35.020066,398,340,OCTOBER,Solar,4115,,,,,,,,
GOLBANTI PRIMARY,PUBLIC,TANA RIVER,-2.4561,40.18693,191,166,AUGUST,NO,4703,,,,,,,,
KIARUTARA PRI SCH,PUBLIC,MURANGA,-0.854522,36.824357,337,212,OCTOBER,Solar,3780,,,,,,,,
MUVYANI PRIMARY,PUBLIC,KITUI,-1.56758,37.78589,11,3,MAY,KPLC,397,,,,,,,,
KIANGINI PRI,PUBLIC,MAKUENI,-2.07387,37.76929,609,440,JANUARY,Solar,1306,,,,,,,,
KACHEMOGEN PRI SCH,PUBLIC,WEST POKOT,1.326916,35.303996,701,211,AUGUST,KPLC,2424,,,,,,,,
MOGOIYWEK PRIMARY,PUBLIC,BOMET,-0.668724,35.06966,601,410,MARCH,KPLC,7204,,,,,,,,
FANJUA  PRIMARY,PUBLIC,TANA RIVER,-1.65841,40.12385,251,177,FEBRUARY,NO,1744,,,,,,,,
CHELEMEI PRI SCH,PUBLIC,BOMET,-0.90069,35.35889,603,601,MARCH,KPLC,3878,,,,,,,,
ST. FRANCIS NGUVIU PRI SCH,PUBLIC,EMBU,-0.420834,37.446312,908,817,JULY,Solar,498,,,,,,,,
KITANDINI PRY,PUBLIC,MAKUENI,-1.64092,37.50844,464,6,JANUARY,NO,2457,,,,,,,,
IRIUKO PRY SCH,PUBLIC,LAIKIPIA,-0.087336,36.956576,226,154,APRIL,Solar,866,,,,,,,,
THIKA MUSLIM PRI SCH,PUBLIC,KIAMBU,-1.038361,37.082055,840,687,MARCH,KPLC,6872,,,,,,,,
MUTWOT PRI,PUBLIC,NANDI,0.345,35.195,369,352,APRIL,KPLC,2120,,,,,,,,
KAMARINY PRI,PUBLIC,ELEGEYO MARAKWET,0.64977,35.5076,15,1,FEBRUARY,Solar,4904,,,,,,,,
KARIMAGANTWIKO PRI SCH,PUBLIC,MERU,0.065754167,37.666745,700,219,JUNE,NO,1411,,,,,,,,
OLMEKENYU PRI,PUBLIC,NAROK,-0.82736,35.66753,606,409,SEPTEMBER,NO,2438,,,,,,,,
EBUYALU PRIMARY,PUBLIC,VIHIGA,0.082338,34.570921,722,518,MAY,Solar,248,,,,,,,,
MUMOL PRI,PUBLIC,BARINGO,0.48211,35.74739,789,509,APRIL,Solar,8418,,,,,,,,
GICHOBO PRIMARY SCH,PUBLIC,NAKURU,-0.385158,35.965827,15,4,JANUARY,NO,7657,,,,,,,,
RIAMAKANDA PRIMARY,PUBLIC,KISII,-0.789814,34.897368,904,750,JANUARY,Solar,9079,,,,,,,,
LABURRA PRI,PUBLIC,NYERI,-0.287577777,36.888575,235,100,NOVEMBER,KPLC,6540,,,,,,,,
CHURIRI PRI,PUBLIC,NYANDARUA,-0.753498888,36.66250444,527,214,JUNE,NO,1387,,,,,,,,
BOROWET PRI SCH,PUBLIC,KERICHO,-0.13392,35.44736,633,258,MARCH,Solar,4660,,,,,,,,
KILIMO PRIMARY,PUBLIC,NAKURU,-0.371842,35.934287,564,203,FEBRUARY,KPLC,6969,,,,,,,,
KITULANI PRIMARY,PUBLIC,KITUI,-1.12612,37.98586,445,245,SEPTEMBER,KPLC,7796,,,,,,,,
UTWINI PRI SCH,PUBLIC,KITUI,-1.48939,38.09701,499,432,MAY,NO,8406,,,,,,,,
KATHITYAMA SPECIAL  SCH,PUBLIC,MACHAKOS,-1.27903,37.34031,987,297,FEBRUARY,Solar,4480,,,,,,,,
NYAMANYINGA PRI,PUBLIC,KISUMU,-0.305314,34.789887,667,210,OCTOBER,KPLC,2191,,,,,,,,
KANANMBA PRI,PUBLIC,NYANDARUA,-0.658679722,36.61463333,477,459,APRIL,Solar,1345,,,,,,,,
SAOSA PRI SCH,PUBLIC,KERICHO,-0.39942,35.31149,513,156,MARCH,NO,8940,,,,,,,,
BAR-KAGWANDA PRIMARY,PUBLIC,SIAYA,-0.002424,34.369056,518,271,FEBRUARY,Solar,8935,,,,,,,,
IGIKIRO PRI,PUBLIC,MURANGA,-0.81796,37.183565,743,233,APRIL,Solar,8249,,,,,,,,
NDIVISI FYM PRI SCH,PUBLIC,BUNGOMA,0.71532,34.81268,337,265,JULY,NO,1760,,,,,,,,
KEBABE PR,PUBLIC,NYAMIRA,-0.530607,34.986782,954,454,APRIL,KPLC,4907,,,,,,,,
IBENCHO PRI SCH,PUBLIC,MIGORI,-1.05923,34.16764,769,510,AUGUST,KPLC,2624,,,,,,,,
MANOONI PRI SCH,PUBLIC,MAKUENI,-1.42501,37.97571,753,495,MAY,KPLC,9627,,,,,,,,
OLJORAI PRI,PUBLIC,NAKURU,-0.57528,36.19402,275,226,JULY,KPLC,1761,,,,,,,,
MAI GOYA PRI SCH,PUBLIC,NAKURU,-0.20317,35.71371,501,205,NOVEMBER,KPLC,2155,,,,,,,,
MKWIRO PRY,PUBLIC,KWALE,-4.659709,39.394888,378,373,SEPTEMBER,NO,6856,,,,,,,,
PAP NDEGE PRI,PUBLIC,KISUMU,-0.36304,34.96297,4,3,NOVEMBER,KPLC,9615,,,,,,,,
KASIBOS PRI SCH,PUBLIC,HOMA BAY,-0.34708,34.51175,748,511,FEBRUARY,Solar,7507,,,,,,,,
WAGWE PRI SCH,PUBLIC,HOMA BAY,-0.34911,34.56788,107,33,SEPTEMBER,Solar,9612,,,,,,,,
USALAMA PRI,PUBLIC,UASIN GISHU,0.265796,35.468019,797,398,NOVEMBER,NO,8987,,,,,,,,
TACHASIS PRI SCH,PUBLIC,UASIN GISHU,0.786032,35.396849,395,278,SEPTEMBER,Solar,6583,,,,,,,,
ST MATHEW ONDIEK PRY SCH,PUBLIC,KISUMU,-0.09674,34.76472,212,187,FEBRUARY,Solar,3261,,,,,,,,
CHEPSIRO PRI SCH,PUBLIC,TRANS NZOIA,0.966892,35.311135,127,55,NOVEMBER,NO,107,,,,,,,,
KITUNDUNI PRIMARY,PUBLIC,KITUI,-1.28361,38.00279,223,161,AUGUST,Solar,4191,,,,,,,,
KAMAHIA PRI SCH,PUBLIC,KIAMBU,-1.02521,36.71722,184,115,OCTOBER,KPLC,8410,,,,,,,,
SOSAP-LEL PRIMARY,PUBLIC,BUNGOMA,0.878018,34.57333,629,115,JUNE,NO,4460,,,,,,,,
KK MWENDWA PRI,PUBLIC,THARAKA NITHI,-0.318012,37.683302,270,257,JULY,Solar,3091,,,,,,,,
SIGILAI PRI,PUBLIC,UASIN GISHU,0.249996,35.362023,361,311,AUGUST,NO,6974,,,,,,,,
MAJI SAFI PRI SCH,PUBLIC,MOMBASA,-4.10368,39.66499,296,75,JANUARY,NO,2736,,,,,,,,
OLDORKO PRI SCH,PUBLIC,KAJIADO,-1.762265,36.186718,53,30,JUNE,KPLC,8212,,,,,,,,
